epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.42542,2.71871,147.682,2.03424,0.85195,0.125,0.13069,0.04825,3.05156,140.505,2.36025,2.5e-05,2.5e-05,2.5e-05
2,209.9,2.69342,149.685,1.99106,0.85509,0.125,0.13301,0.05628,3.07219,140.043,2.35193,6.24983e-05,6.24983e-05,6.24983e-05
3,212.368,2.6648,148.614,2.22893,0.8552,0.125,0.13646,0.05532,3.09042,138.951,2.347,9.99891e-05,9.99891e-05,9.99891e-05
4,214.449,2.56288,135.299,2.08365,0.79079,0.37588,0.43423,0.23866,2.75017,85.3991,1.98971,0.000137466,0.000137466,0.000137466
5,216.864,2.34414,77.8296,1.72821,0.4401,0.4591,0.42786,0.25139,2.56417,82.4898,1.8889,0.000174924,0.000174924,0.000174924
6,219.191,2.08186,54.6148,1.55573,0.39413,0.49753,0.50831,0.29471,2.49821,97.5443,1.99696,0.000212356,0.000212356,0.000212356
7,221.489,2.09049,52.5875,1.63294,0.60705,0.52171,0.60303,0.31902,2.46443,61.8571,1.94445,0.000249756,0.000249756,0.000249756
8,223.694,1.95229,49.7782,1.54885,0.62638,0.60377,0.64841,0.31799,2.43878,60.0458,1.92025,0.000287118,0.000287118,0.000287118
9,225.986,1.96149,46.4429,1.47908,0.59048,0.59461,0.63992,0.31999,2.42038,70.7618,1.91305,0.000324436,0.000324436,0.000324436
10,228.218,1.95078,43.311,1.52408,0.60372,0.59349,0.67215,0.33975,2.41105,67.9711,1.88874,0.000361704,0.000361704,0.000361704
11,230.538,1.88943,49.4761,1.59588,0.53591,0.6496,0.60567,0.25119,2.52124,58.189,1.93156,0.000398915,0.000398915,0.000398915
12,232.699,1.98195,46.1955,1.52279,0.44364,0.69624,0.55365,0.23711,2.50396,56.9498,1.92839,0.000436065,0.000436065,0.000436065
13,234.94,2.00664,42.7883,1.57117,0.41579,0.66897,0.56533,0.26374,2.33207,56.2204,1.93659,0.000473146,0.000473146,0.000473146
14,237.163,2.10855,43.7516,1.55208,0.46836,0.65318,0.57633,0.28438,2.35399,51.3874,1.93568,0.000510153,0.000510153,0.000510153
15,239.443,2.09172,42.4404,1.56601,0.72183,0.49359,0.55885,0.25925,2.50972,70.2564,1.99181,0.000547079,0.000547079,0.000547079
16,241.629,2.01209,45.4123,1.59641,0.6556,0.4495,0.49808,0.20054,2.57034,72.2439,2.00566,0.00058392,0.00058392,0.00058392
17,243.968,2.2187,43.9917,1.57386,0.45227,0.58899,0.5153,0.19683,2.52506,62.3172,2.04142,0.000620668,0.000620668,0.000620668
18,246.152,2.1118,45.3756,1.64363,0.56359,0.53115,0.53368,0.21406,2.44251,63.6163,2.00764,0.000657317,0.000657317,0.000657317
19,248.365,2.08107,40.7544,1.59231,0.53432,0.69073,0.6223,0.28591,2.35014,55.6639,1.93802,0.000693863,0.000693863,0.000693863
20,250.582,2.07343,41.5822,1.5949,0.57288,0.73492,0.66125,0.33353,2.33541,46.2882,1.87045,0.000730298,0.000730298,0.000730298
21,252.782,1.95855,39.0688,1.52304,0.61173,0.64521,0.65147,0.3156,2.31962,45.3536,1.88581,0.000766617,0.000766617,0.000766617
22,254.979,2.01828,38.6233,1.50966,0.56532,0.58048,0.62228,0.26833,2.30645,48.0372,1.86654,0.000802814,0.000802814,0.000802814
23,257.174,1.95133,39.1731,1.55346,0.32188,0.733,0.39201,0.16573,2.33049,46.67,1.81572,0.000838883,0.000838883,0.000838883
24,259.412,1.96763,38.7779,1.5321,0.32206,0.59226,0.41258,0.16228,2.3811,46.0078,1.8625,0.000874819,0.000874819,0.000874819
25,261.706,2.07298,41.8358,1.54729,0.33101,0.71278,0.42614,0.18187,2.36483,48.1507,1.84056,0.000910615,0.000910615,0.000910615
26,263.944,1.98231,36.3163,1.49967,0.37429,0.51941,0.441,0.2098,2.32933,43.9315,1.86518,0.000946266,0.000946266,0.000946266
27,266.189,1.92492,36.5142,1.52804,0.32582,0.47237,0.37189,0.17741,2.37846,46.8025,1.89075,0.000981765,0.000981765,0.000981765
28,268.394,1.9624,37.7335,1.53385,0.58881,0.38618,0.34525,0.15297,2.60807,56.5701,2.13864,0.00101711,0.00101711,0.00101711
29,270.538,1.87487,36.6145,1.53529,0.58881,0.38618,0.34525,0.15297,2.60807,56.5701,2.13864,0.00105229,0.00105229,0.00105229
30,272.769,1.99593,39.3736,1.55605,0.34027,0.40018,0.34282,0.15385,2.52743,48.3915,2.03385,0.0010873,0.0010873,0.0010873
31,274.961,1.89753,36.843,1.53077,0.41087,0.4961,0.38405,0.19232,2.39032,45.1014,1.9586,0.00112214,0.00112214,0.00112214
32,277.174,2.00625,36.5837,1.55959,0.42074,0.52625,0.34605,0.15806,2.41591,46.935,1.98658,0.0011568,0.0011568,0.0011568
33,279.347,1.78472,35.991,1.51812,0.42074,0.52625,0.34605,0.15806,2.41591,46.935,1.98658,0.00119127,0.00119127,0.00119127
34,281.509,2.07941,42.6623,1.68471,0.43251,0.39912,0.30354,0.14275,2.52435,57.167,2.04061,0.00121342,0.00121342,0.00121342
35,283.678,1.87506,35.6684,1.56698,0.55112,0.50487,0.46151,0.2181,2.36724,44.1114,1.88359,0.00121119,0.00121119,0.00121119
36,285.976,1.99859,37.6795,1.61504,0.49933,0.56096,0.47566,0.23456,2.32159,44.2233,1.87955,0.0012089,0.0012089,0.0012089
37,288.149,1.89837,35.7842,1.55127,0.49933,0.56096,0.47566,0.23456,2.32159,44.2233,1.87955,0.00120655,0.00120655,0.00120655
38,290.392,1.9034,36.2899,1.52683,0.64364,0.54833,0.5413,0.2196,2.38075,43.201,1.90677,0.00120413,0.00120413,0.00120413
39,292.666,1.89225,35.0288,1.49508,0.49969,0.51581,0.51141,0.19884,2.50148,52.2379,2.07416,0.00120165,0.00120165,0.00120165
40,294.901,1.98199,37.0457,1.60731,0.49148,0.44441,0.39328,0.18095,2.55495,56.4059,2.05949,0.00119911,0.00119911,0.00119911
41,297.074,2.0241,37.9754,1.60809,0.49148,0.44441,0.39328,0.18095,2.55495,56.4059,2.05949,0.00119651,0.00119651,0.00119651
42,299.291,1.93626,34.3899,1.52171,0.49907,0.40932,0.39491,0.17815,2.42098,50.6295,1.95985,0.00119384,0.00119384,0.00119384
43,301.555,2.01202,35.2177,1.54602,0.49442,0.41195,0.39817,0.14974,2.49259,53.4229,2.15803,0.00119111,0.00119111,0.00119111
44,303.818,1.8939,31.2955,1.47173,0.57145,0.33417,0.41367,0.14711,2.56716,55.1263,2.12434,0.00118832,0.00118832,0.00118832
45,305.972,1.93202,35.0053,1.56838,0.57145,0.33417,0.41367,0.14711,2.56716,55.1263,2.12434,0.00118547,0.00118547,0.00118547
46,308.195,1.85028,32.7781,1.58059,0.49034,0.3319,0.37249,0.15583,2.48838,55.7595,2.11617,0.00118256,0.00118256,0.00118256
47,310.425,1.87007,33.4715,1.51033,0.35565,0.46305,0.44003,0.17142,2.47859,48.503,2.05811,0.00117959,0.00117959,0.00117959
48,312.641,1.9171,34.9011,1.56566,0.28528,0.65077,0.39786,0.16863,2.43449,48.0053,2.04036,0.00117656,0.00117656,0.00117656
49,314.814,1.95055,36.5657,1.56654,0.28528,0.65077,0.39786,0.16863,2.43449,48.0053,2.04036,0.00117346,0.00117346,0.00117346
50,317.07,1.9048,33.3616,1.51134,0.3992,0.52544,0.46878,0.21607,2.44875,45.5271,2.06471,0.00117031,0.00117031,0.00117031
51,319.383,1.98362,36.935,1.57559,0.59944,0.60738,0.64585,0.304,2.39418,47.1797,1.98449,0.0011671,0.0011671,0.0011671
52,321.616,1.90838,34.2019,1.51101,0.64645,0.74382,0.71416,0.34718,2.34451,46.4302,1.97323,0.00116383,0.00116383,0.00116383
53,324.098,1.96075,34.0006,1.54402,0.64645,0.74382,0.71416,0.34718,2.34451,46.4302,1.97323,0.00116051,0.00116051,0.00116051
54,326.35,1.92953,34.9676,1.57689,0.72547,0.60484,0.71234,0.34943,2.28539,43.9627,1.91701,0.00115712,0.00115712,0.00115712
55,328.624,1.90621,33.022,1.50539,0.6547,0.61954,0.68144,0.36884,2.27414,45.356,1.92144,0.00115368,0.00115368,0.00115368
56,330.868,1.8469,32.0639,1.55903,0.90414,0.53955,0.64766,0.38415,2.29116,42.0148,1.92867,0.00115018,0.00115018,0.00115018
57,333.12,1.8143,33.0832,1.56528,0.90414,0.53955,0.64766,0.38415,2.29116,42.0148,1.92867,0.00114662,0.00114662,0.00114662
58,335.415,1.8907,35.6419,1.5505,0.56522,0.68924,0.66938,0.3512,2.33673,39.6024,1.9309,0.00114301,0.00114301,0.00114301
59,337.629,1.91742,35.0459,1.55743,0.47034,0.74342,0.59856,0.29358,2.41481,40.7799,1.98705,0.00113934,0.00113934,0.00113934
60,339.912,1.9067,34.0718,1.49749,0.54935,0.61264,0.64686,0.29623,2.39722,42.0506,1.99226,0.00113561,0.00113561,0.00113561
61,342.101,1.9011,37.5665,1.64135,0.54935,0.61264,0.64686,0.29623,2.39722,42.0506,1.99226,0.00113183,0.00113183,0.00113183
62,344.269,1.95897,34.7143,1.58432,0.49421,0.7068,0.63553,0.27915,2.37452,44.294,1.94952,0.00112799,0.00112799,0.00112799
63,346.51,1.88878,35.6117,1.64682,0.62673,0.64879,0.63222,0.28449,2.42087,42.2196,1.93924,0.0011241,0.0011241,0.0011241
64,348.75,1.87068,34.2221,1.52388,0.6739,0.67818,0.64029,0.31344,2.3976,40.3501,1.8804,0.00112016,0.00112016,0.00112016
65,350.944,1.82539,33.4189,1.52567,0.6739,0.67818,0.64029,0.31344,2.3976,40.3501,1.8804,0.00111616,0.00111616,0.00111616
66,353.11,1.86591,31.9567,1.48374,0.52918,0.75513,0.71608,0.33351,2.38767,39.3158,1.89979,0.00111211,0.00111211,0.00111211
67,355.262,1.97742,36.0679,1.53871,0.59894,0.69567,0.71866,0.34219,2.33095,36.797,1.88678,0.00110801,0.00110801,0.00110801
68,357.518,1.84215,32.2252,1.51993,0.78249,0.72152,0.82373,0.406,2.28176,34.0764,1.87366,0.00110385,0.00110385,0.00110385
