epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.5855,2.90089,73.8792,5.45527,0.81785,0.125,0.07007,0.02215,2.92412,71.283,5.94292,1.25e-05,1.25e-05,1.25e-05
2,39.1522,2.76449,70.0744,5.34666,0.81451,0.125,0.06936,0.02259,2.93985,70.8938,5.92471,3.74995e-05,3.74995e-05,3.74995e-05
3,58.5984,2.938,73.6636,5.85936,0.55263,0.125,0.06917,0.02475,2.93898,70.6603,5.90257,6.2497e-05,6.2497e-05,6.2497e-05
4,76.7048,2.96656,77.8382,6.05698,0.55442,0.125,0.07715,0.02454,2.95408,70.902,5.90871,8.74905e-05,8.74905e-05,8.74905e-05
5,96.0869,2.79884,71.4516,5.71738,0.18996,0.41272,0.28295,0.08795,2.80715,49.0136,5.54693,0.000112478,0.000112478,0.000112478
6,114.889,3.0107,53.1679,5.83029,0.62858,0.35428,0.43415,0.2144,2.51438,47.8852,5.01375,0.000137459,0.000137459,0.000137459
7,135.083,2.51267,41.2642,5.11155,0.83039,0.31578,0.41298,0.19327,2.50754,34.9255,5.08691,0.000162429,0.000162429,0.000162429
8,143.979,2.18365,32.4732,4.40247,0.46594,0.46206,0.48008,0.22021,2.52543,28.4592,5.16583,0.000187389,0.000187389,0.000187389
9,154.08,2.29394,31.6317,4.46214,0.70067,0.41897,0.48542,0.23623,2.5043,34.4952,5.16257,0.000212336,0.000212336,0.000212336
10,161.877,2.29739,31.6566,4.19955,0.50874,0.5284,0.52329,0.2584,2.44644,36.4854,5.06478,0.000237268,0.000237268,0.000237268
11,170.485,2.19184,24.4408,4.47033,0.54318,0.51261,0.52931,0.23854,2.44359,33.8014,4.92565,0.000262183,0.000262183,0.000262183
12,178.523,2.08422,25.2806,4.01174,0.44102,0.61414,0.53193,0.2409,2.43714,32.4165,4.86168,0.000287081,0.000287081,0.000287081
13,187.112,2.09025,23.2774,3.88185,0.5435,0.68207,0.65674,0.27675,2.42037,29.2158,4.793,0.000311957,0.000311957,0.000311957
