epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.5765,2.97099,104.492,3.40726,0.87258,0.125,0.08291,0.03129,2.97454,106.136,3.18196,2.5e-05,2.5e-05,2.5e-05
2,17.9266,3.11089,107.399,3.61282,0.87228,0.125,0.0837,0.0315,2.96089,106.337,3.20925,6.24983e-05,6.24983e-05,6.24983e-05
3,21.1751,2.97609,102.829,3.81592,0.61848,0.186,0.26287,0.15486,3.00346,89.0603,3.15755,9.99891e-05,9.99891e-05,9.99891e-05
4,22.8164,2.91284,88.1383,3.52866,0.65318,0.46125,0.47931,0.31508,2.61556,59.9419,2.92572,0.000137466,0.000137466,0.000137466
5,24.506,2.7882,60.0447,3.10781,0.61241,0.49594,0.59104,0.36637,2.69841,75.4902,2.7325,0.000174924,0.000174924,0.000174924
6,26.1343,2.47443,46.2326,2.7922,0.90168,0.4076,0.55981,0.32461,2.71411,73.5004,2.75919,0.000212356,0.000212356,0.000212356
7,27.6748,2.45205,46.1955,2.85124,0.50944,0.59084,0.61377,0.34023,2.71604,47.8929,2.67044,0.000249756,0.000249756,0.000249756
8,29.1675,2.50843,45.1762,2.95783,0.58932,0.62989,0.6404,0.37193,2.61144,44.1654,2.5853,0.000287118,0.000287118,0.000287118
9,30.9466,2.54322,44.1359,2.67396,0.71429,0.59809,0.56833,0.34938,2.56009,47.9508,2.56957,0.000324436,0.000324436,0.000324436
10,32.6045,2.33085,40.1199,2.70437,0.78965,0.6475,0.64427,0.38135,2.57598,39.6869,2.59812,0.000361704,0.000361704,0.000361704
11,34.3573,2.14954,40.7889,2.65899,0.75101,0.63339,0.62465,0.3548,2.49487,35.9259,2.56064,0.000398915,0.000398915,0.000398915
12,36.0368,2.40732,40.9963,2.84912,0.52229,0.60746,0.62619,0.36044,2.4491,37.373,2.49673,0.000436065,0.000436065,0.000436065
13,37.7196,2.26247,39.9722,2.60619,0.52966,0.60046,0.65141,0.37296,2.50586,37.4096,2.57358,0.000473146,0.000473146,0.000473146
14,39.4494,2.3586,40.4327,2.71914,0.39895,0.67138,0.58235,0.32444,2.55217,41.0612,2.69016,0.000510153,0.000510153,0.000510153
15,41.1742,2.40898,40.9977,2.77126,0.38099,0.69693,0.5151,0.26871,2.551,47.817,2.72619,0.000547079,0.000547079,0.000547079
16,42.8709,2.3865,39.4768,2.74865,0.34646,0.68561,0.53492,0.26671,2.50927,46.3546,2.77548,0.00058392,0.00058392,0.00058392
17,44.5519,2.37975,38.7065,2.65644,0.31646,0.76261,0.52088,0.21635,2.53726,57.3507,2.81991,0.000620668,0.000620668,0.000620668
18,46.1937,2.21599,37.1835,2.55337,0.58599,0.66115,0.42352,0.1844,2.55531,67.6283,2.83056,0.000657317,0.000657317,0.000657317
19,47.9182,2.40387,37.959,2.66103,0.26986,0.67105,0.33198,0.16829,2.58468,73.0078,2.87442,0.000693863,0.000693863,0.000693863
20,49.577,2.40008,38.3418,2.67099,0.3317,0.60219,0.50219,0.19984,2.47701,64.3273,2.76638,0.000730298,0.000730298,0.000730298
21,51.2351,2.45263,40.411,2.71501,0.33664,0.7126,0.51163,0.23777,2.45833,50.9474,2.78942,0.000766617,0.000766617,0.000766617
22,52.9764,2.36579,33.9633,2.63126,0.44057,0.7583,0.60866,0.29977,2.47198,49.7397,2.7983,0.000802814,0.000802814,0.000802814
23,54.7006,2.27033,36.9158,2.65121,0.4547,0.76129,0.62964,0.32182,2.46339,46.212,2.75719,0.000838883,0.000838883,0.000838883
24,56.4157,2.34171,37.7163,2.58663,0.40812,0.73794,0.651,0.30708,2.49933,43.4158,2.79338,0.000874819,0.000874819,0.000874819
25,58.1223,2.17245,35.9572,2.5369,0.7041,0.69772,0.64047,0.32846,2.4542,35.2453,2.70893,0.000910615,0.000910615,0.000910615
26,59.8119,2.26228,33.8811,2.53691,0.71397,0.72039,0.60346,0.29932,2.4197,35.8404,2.71711,0.000946266,0.000946266,0.000946266
27,61.5285,2.16791,33.574,2.53583,0.65749,0.50724,0.53596,0.2553,2.4564,35.7995,2.76672,0.000981765,0.000981765,0.000981765
28,63.2394,2.16559,38.9723,2.65819,0.45047,0.67785,0.61788,0.30983,2.52815,37.3411,2.88145,0.00101711,0.00101711,0.00101711
29,64.9057,2.25722,34.3948,2.54582,0.45047,0.67785,0.61788,0.30983,2.52815,37.3411,2.88145,0.00105229,0.00105229,0.00105229
30,66.533,2.34227,37.3862,2.47882,0.46744,0.74162,0.55741,0.28389,2.61183,44.4195,3.00889,0.0010873,0.0010873,0.0010873
31,68.1564,2.28529,35.8429,2.58088,0.54865,0.6724,0.62881,0.30039,2.68474,40.9675,3.09631,0.00112214,0.00112214,0.00112214
32,69.9064,2.31165,37.5221,2.66911,0.56198,0.54825,0.62075,0.29846,2.66822,43.4263,3.05687,0.0011568,0.0011568,0.0011568
33,71.4902,2.16607,33.3337,2.52992,0.56198,0.54825,0.62075,0.29846,2.66822,43.4263,3.05687,0.00119127,0.00119127,0.00119127
34,73.1448,2.24939,40.0408,2.77655,0.5187,0.62121,0.61053,0.3253,2.55653,45.2269,2.93061,0.00121342,0.00121342,0.00121342
35,74.8127,2.26207,37.6362,2.59302,0.4336,0.49584,0.48011,0.25835,2.52804,56.4108,2.87161,0.00121119,0.00121119,0.00121119
36,76.4751,2.16887,35.3551,2.59215,0.49249,0.4017,0.47171,0.26688,2.50637,50.9231,2.86072,0.0012089,0.0012089,0.0012089
37,78.115,2.26164,32.8636,2.62712,0.49249,0.4017,0.47171,0.26688,2.50637,50.9231,2.86072,0.00120655,0.00120655,0.00120655
38,79.7817,2.16275,34.0776,2.55094,0.49056,0.46714,0.50795,0.30902,2.41026,39.8839,2.75302,0.00120413,0.00120413,0.00120413
39,81.5453,2.2487,35.0224,2.65524,0.43617,0.6348,0.52542,0.26262,2.50194,41.8794,2.81798,0.00120165,0.00120165,0.00120165
40,83.2267,2.19901,35.9596,2.70155,0.56516,0.51044,0.46056,0.23455,2.5958,46.7775,2.83927,0.00119911,0.00119911,0.00119911
41,84.8285,2.22695,35.4551,2.56547,0.56516,0.51044,0.46056,0.23455,2.5958,46.7775,2.83927,0.00119651,0.00119651,0.00119651
42,86.5316,2.0885,31.8235,2.53245,0.59666,0.52447,0.56449,0.3115,2.466,40.6209,2.68624,0.00119384,0.00119384,0.00119384
43,88.2426,2.16425,33.7007,2.54539,0.61844,0.58,0.64914,0.38186,2.33485,35.7045,2.68302,0.00119111,0.00119111,0.00119111
44,89.916,2.03574,28.56,2.41832,0.64525,0.4897,0.63488,0.37024,2.36676,40.9179,2.70027,0.00118832,0.00118832,0.00118832
45,91.5563,2.15944,32.566,2.58509,0.64525,0.4897,0.63488,0.37024,2.36676,40.9179,2.70027,0.00118547,0.00118547,0.00118547
46,93.2579,2.1299,31.4035,2.5079,0.66239,0.55164,0.65355,0.40775,2.4147,35.5496,2.72712,0.00118256,0.00118256,0.00118256
47,94.9737,2.22045,33.2194,2.50993,0.56369,0.74952,0.75165,0.4074,2.45834,30.9818,2.7731,0.00117959,0.00117959,0.00117959
