epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,34.8082,2.21411,4.08509,1.62017,0.65161,0.125,0.1297,0.03891,2.86523,8.93415,1.50341,0,0,0
2,43.0551,1.96962,4.02766,1.54996,0.64707,0.125,0.1265,0.01595,2.60893,8.50729,1.31642,1.23763e-05,1.23763e-05,1.23763e-05
3,49.8309,2.0182,4.00493,1.42886,0.12897,0.32432,0.12575,0.05089,2.38393,7.02079,1.30349,2.4505e-05,2.4505e-05,2.4505e-05
4,56.8187,1.80887,3.28609,1.31289,0.76017,0.21284,0.15276,0.06472,2.20343,5.68483,1.09892,3.63862e-05,3.63862e-05,3.63862e-05
5,64.17,1.67189,3.11913,1.30843,0.69436,0.29392,0.4857,0.30181,2.17596,3.86784,1.03585,4.802e-05,4.802e-05,4.802e-05
6,70.8801,1.53122,2.68283,1.16658,0.67316,0.62162,0.54587,0.35887,2.16363,3.50934,1.0622,5.94062e-05,5.94062e-05,5.94062e-05
7,77.815,1.5025,1.79949,1.05215,0.98656,0.5,0.53314,0.35929,2.08363,4.15735,1.10245,7.0545e-05,7.0545e-05,7.0545e-05
8,84.507,1.44118,1.38404,1.04386,0.77665,0.62277,0.572,0.40096,2.00987,5.08799,1.09439,8.14362e-05,8.14362e-05,8.14362e-05
9,91.6323,1.49645,1.1631,1.0228,0.80714,0.62162,0.57437,0.36686,1.93283,6.39426,1.08005,9.208e-05,9.208e-05,9.208e-05
10,98.8294,1.43437,0.91367,1.06131,0.75887,0.67878,0.57744,0.37926,1.88643,7.41455,1.04691,0.000102476,0.000102476,0.000102476
11,106.186,1.35749,0.85152,1.00093,0.70038,0.625,0.53515,0.33971,1.85412,8.15335,1.01478,0.000112625,0.000112625,0.000112625
12,113.238,1.34776,0.99571,0.94723,0.64693,0.625,0.53189,0.31582,1.87364,7.11618,1.00645,0.000122526,0.000122526,0.000122526
13,119.541,1.33318,1.07712,1.12217,0.62917,0.5,0.46519,0.28418,1.9282,4.76128,1.04433,0.00013218,0.00013218,0.00013218
14,126.1,1.53055,0.90159,1.10727,0.61462,0.5,0.47289,0.27903,1.85355,3.39811,1.04962,0.000141586,0.000141586,0.000141586
15,132.617,1.47991,0.92991,1.09836,0.6077,0.5,0.51016,0.3045,1.74636,3.66877,1.03107,0.000150745,0.000150745,0.000150745
16,139.395,1.39598,0.84856,1.06981,0.86882,0.5,0.70658,0.39153,1.74671,4.62744,1.06572,0.000159656,0.000159656,0.000159656
17,146.404,1.38332,0.86055,1.01579,0.57541,0.62454,0.68738,0.41024,1.75101,6.42603,1.05654,0.00016832,0.00016832,0.00016832
18,152.228,1.36297,0.77441,1.07457,0.57541,0.62454,0.68738,0.41024,1.75101,6.42603,1.05654,0.000176736,0.000176736,0.000176736
19,158.954,1.53191,0.87383,1.01024,0.77429,0.72988,0.8908,0.48701,1.76964,6.16635,1.05915,0.000184905,0.000184905,0.000184905
20,164.914,1.24657,0.72521,0.98389,0.77429,0.72988,0.8908,0.48701,1.76964,6.16635,1.05915,0.000192826,0.000192826,0.000192826
21,172.585,1.3943,0.79374,1.00917,0.62401,0.625,0.8575,0.41263,1.81243,5.40092,1.08146,0.0002005,0.0002005,0.0002005
22,178.694,1.37783,0.79136,1.01173,0.62401,0.625,0.8575,0.41263,1.81243,5.40092,1.08146,0.000207926,0.000207926,0.000207926
23,186.079,1.30177,0.75197,1.04533,0.66895,0.625,0.67938,0.4315,1.8462,3.60066,1.11038,0.000215105,0.000215105,0.000215105
24,192.888,1.35413,0.76319,0.98946,0.66895,0.625,0.67938,0.4315,1.8462,3.60066,1.11038,0.000222036,0.000222036,0.000222036
25,199.678,1.30631,0.73209,1.01361,0.74861,0.625,0.70465,0.40612,1.8533,3.17337,1.15586,0.00022872,0.00022872,0.00022872
26,206.064,1.29353,0.77386,0.95887,0.74861,0.625,0.70465,0.40612,1.8533,3.17337,1.15586,0.000235156,0.000235156,0.000235156
27,213.637,1.20495,0.72381,1.01071,0.58536,0.75,0.71271,0.43734,1.82829,3.40374,1.13775,0.000241345,0.000241345,0.000241345
28,219.256,1.26987,0.69993,1.06225,0.58536,0.75,0.71271,0.43734,1.82829,3.40374,1.13775,0.000247286,0.000247286,0.000247286
29,226.006,1.25686,0.73524,1.0514,0.67196,0.75,0.80004,0.50586,1.6924,3.14235,1.05026,0.00025298,0.00025298,0.00025298
30,232.266,1.25063,0.68899,0.97289,0.67196,0.75,0.80004,0.50586,1.6924,3.14235,1.05026,0.000258426,0.000258426,0.000258426
31,239.591,1.15369,0.63314,0.99752,0.63197,0.84634,0.82867,0.49374,1.56522,2.98862,0.90824,0.000263625,0.000263625,0.000263625
32,245.589,1.21095,0.68549,0.98908,0.63197,0.84634,0.82867,0.49374,1.56522,2.98862,0.90824,0.000268576,0.000268576,0.000268576
33,253.06,1.15601,0.67671,0.9647,0.6377,0.75,0.71202,0.50331,1.58574,2.45865,0.9074,0.00027328,0.00027328,0.00027328
34,259.26,1.18945,0.69474,1.05086,0.6377,0.75,0.71202,0.50331,1.58574,2.45865,0.9074,0.000277736,0.000277736,0.000277736
35,266.66,1.20593,0.6511,0.97784,0.51679,0.875,0.78378,0.50924,1.6256,2.4068,0.93305,0.000281945,0.000281945,0.000281945
36,273.088,1.14976,0.67591,0.95253,0.51679,0.875,0.78378,0.50924,1.6256,2.4068,0.93305,0.000285906,0.000285906,0.000285906
37,280.273,1.25721,0.71201,0.97035,0.77017,0.62101,0.76264,0.54611,1.67329,2.7332,0.99001,0.00028962,0.00028962,0.00028962
38,286.664,1.21633,0.66194,0.93256,0.77017,0.62101,0.76264,0.54611,1.67329,2.7332,0.99001,0.000293086,0.000293086,0.000293086
39,293.684,1.21949,0.66148,1.03588,0.81519,0.625,0.78524,0.5457,1.66113,2.50908,1.02136,0.000296305,0.000296305,0.000296305
40,299.883,1.13724,0.62397,0.95461,0.81519,0.625,0.78524,0.5457,1.66113,2.50908,1.02136,0.000299276,0.000299276,0.000299276
41,307.141,1.31325,0.70519,0.94537,0.51866,0.85342,0.79371,0.46815,1.64441,2.26443,1.0409,0.000302,0.000302,0.000302
42,313.537,1.17844,0.66978,1.05978,0.51866,0.85342,0.79371,0.46815,1.64441,2.26443,1.0409,0.000304476,0.000304476,0.000304476
43,320.172,1.1924,0.69221,1.02418,0.56943,0.85999,0.73032,0.44105,1.68425,1.77283,1.05989,0.000306705,0.000306705,0.000306705
44,326.25,1.15076,0.70465,0.93678,0.56943,0.85999,0.73032,0.44105,1.68425,1.77283,1.05989,0.000308686,0.000308686,0.000308686
45,333.193,1.27756,0.72394,1.08882,0.64032,0.875,0.81218,0.54112,1.74692,1.62845,1.06288,0.00031042,0.00031042,0.00031042
46,339.264,1.13156,0.68336,0.99454,0.64032,0.875,0.81218,0.54112,1.74692,1.62845,1.06288,0.000311906,0.000311906,0.000311906
47,346.591,1.14376,0.68977,0.9906,0.72108,0.875,0.90753,0.54385,1.82756,1.84432,1.08008,0.000313145,0.000313145,0.000313145
48,352.44,1.11378,0.59617,0.93798,0.72108,0.875,0.90753,0.54385,1.82756,1.84432,1.08008,0.000314136,0.000314136,0.000314136
49,360.28,1.30837,0.7045,0.95062,0.89365,0.875,0.90385,0.56666,1.87404,2.28719,1.09933,0.00031488,0.00031488,0.00031488
50,366.464,1.23018,0.65335,1.01269,0.89365,0.875,0.90385,0.56666,1.87404,2.28719,1.09933,0.000315376,0.000315376,0.000315376
51,373.439,1.15474,0.60724,0.96295,0.86279,0.8555,0.91057,0.54793,1.83347,2.19361,1.09695,0.000315625,0.000315625,0.000315625
52,379.14,1.24045,0.70353,1.03482,0.86279,0.8555,0.91057,0.54793,1.83347,2.19361,1.09695,0.000315626,0.000315626,0.000315626
